metric,2023-12-31 00:00:00,2022-12-31 00:00:00,2021-12-31 00:00:00,2020-12-31 00:00:00,stock,2023-09-30 00:00:00,2022-09-30 00:00:00,2021-09-30 00:00:00,2020-09-30 00:00:00,2023-03-31 00:00:00,2022-03-31 00:00:00,2021-03-31 00:00:00,2023-05-31 00:00:00,2022-05-31 00:00:00,2021-05-31 00:00:00,2020-05-31 00:00:00
Pretax Income,1221789000.0,116996000.0,-1011547000.0,-941895000.0,BZ,,,,,,,,,,,
Other Income Expense,34061000.0,85183000.0,15038000.0,-88000.0,BZ,,,,,,,,,,,
Other Non Operating Income Expenses,32973000.0,11406000.0,-7745000.0,-4109000.0,BZ,,,,,,,,,,,
Gain On Sale Of Security,1088000.0,73777000.0,22783000.0,4021000.0,BZ,,,,,,,,,,,
Net Non Operating Interest Income Expense,606757000.0,161332000.0,9735000.0,3098000.0,BZ,,,,,,,,,,,
Total Other Finance Cost,,,,158000.0,BZ,,,,,,,,,,,
Interest Expense Non Operating,,,,0.0,BZ,,,,,,,,,,,
Interest Income Non Operating,606757000.0,161332000.0,9735000.0,3098000.0,BZ,,,,,,,,,,,
Operating Income,580971000.0,-129519000.0,-1036320000.0,-944905000.0,BZ,,,,,,,,,,,
Operating Expense,4311196000.0,3885720000.0,4740800000.0,2649053000.0,BZ,,,,,,,,,,,
Other Operating Expenses,-35385000.0,-17595000.0,-14977000.0,-8849000.0,BZ,,,,,,,,,,,
Other Taxes,,,-12423000.0,-7981000.0,BZ,,,,,,,,,,,
Research And Development,1543568000.0,1182716000.0,821984000.0,513362000.0,BZ,,,,,,,,,,,
Selling General And Administration,2803013000.0,2720599000.0,3933793000.0,2144540000.0,BZ,,,,,,,,,,,
Selling And Marketing Expense,1991226000.0,2000900000.0,1942670000.0,1347532000.0,BZ,,,,,,,,,,,
General And Administrative Expense,811787000.0,719699000.0,1991123000.0,797008000.0,BZ,,,,,,,,,,,
Other Gand A,811787000.0,719699000.0,1991123000.0,797008000.0,BZ,,,,,,,,,,,
Gross Profit,4892167000.0,3756201000.0,3704480000.0,1704148000.0,BZ,,,,,,,,,,,
Cost Of Revenue,1059861000.0,754861000.0,554648000.0,240211000.0,BZ,,,,,,,,,,,
Total Revenue,5952028000.0,4511062000.0,4259128000.0,1944359000.0,BZ,,,,,,,,,,,
Operating Revenue,5889101000.0,4461282000.0,4219026000.0,1927178000.0,BZ,,,,,,,,,,,
Tax Effect Of Unusual Items,0.0,-14080000.0,2970000.0,0.0,TSLA,,,,,,,,,,,
Tax Rate For Calcs,0.21,0.08,0.11,0.25,TSLA,,,,,,,,,,,
Normalized EBITDA,14796000000.0,17833000000.0,9598000000.0,4224000000.0,TSLA,,,,,,,,,,,
Total Unusual Items,0.0,-176000000.0,27000000.0,0.0,TSLA,,,,,,,,,,,
Total Unusual Items Excluding Goodwill,0.0,-176000000.0,27000000.0,0.0,TSLA,,,,,,,,,,,
Net Income From Continuing Operation Net Minority Interest,14999000000.0,12583000000.0,5524000000.0,721000000.0,TSLA,,,,,,,,,,,
Reconciled Depreciation,4667000000.0,3747000000.0,2911000000.0,2322000000.0,TSLA,,,,,,,,,,,
Reconciled Cost Of Revenue,79113000000.0,60609000000.0,40217000000.0,24906000000.0,TSLA,,,,,,,,,,,
EBITDA,14796000000.0,17657000000.0,9625000000.0,4224000000.0,TSLA,,,,,,,,,,,
EBIT,10129000000.0,13910000000.0,6714000000.0,1902000000.0,TSLA,,,,,,,,,,,
Net Interest Income,910000000.0,106000000.0,-315000000.0,-718000000.0,TSLA,,,,,,,,,,,
Interest Expense,156000000.0,191000000.0,371000000.0,748000000.0,TSLA,,,,,,,,,,,
Interest Income,1066000000.0,297000000.0,56000000.0,30000000.0,TSLA,,,,,,,,,,,
Normalized Income,14999000000.0,12744920000.0,5499970000.0,721000000.0,TSLA,,,,,,,,,,,
Net Income From Continuing And Discontinued Operation,14999000000.0,12583000000.0,5524000000.0,721000000.0,TSLA,,,,,,,,,,,
Total Expenses,87882000000.0,67630000000.0,47327000000.0,29542000000.0,TSLA,,,,,,,,,,,
Total Operating Income As Reported,8891000000.0,13656000000.0,6523000000.0,-1994000000.0,TSLA,,,,,,,,,,,
Diluted Average Shares,,3475000000.0,3386000000.0,3249000000.0,TSLA,,,,,,,,,,,
Basic Average Shares,,3130000000.0,2959000000.0,2799000000.0,TSLA,,,,,,,,,,,
Diluted EPS,,3.62,1.63,0.213333,TSLA,,,,,,,,,,,
Basic EPS,,4.02,1.87,0.246667,TSLA,,,,,,,,,,,
Diluted NI Availto Com Stockholders,14999000000.0,12584000000.0,5533000000.0,721000000.0,TSLA,,,,,,,,,,,
Average Dilution Earnings,0.0,1000000.0,9000000.0,,TSLA,,,,,,,,,,,
Net Income Common Stockholders,14999000000.0,12583000000.0,5524000000.0,721000000.0,TSLA,,,,,,,,,,,
Net Income,14999000000.0,12583000000.0,5524000000.0,721000000.0,TSLA,,,,,,,,,,,
Minority Interests,25000000.0,-4000000.0,-120000000.0,-141000000.0,TSLA,,,,,,,,,,,
Net Income Including Noncontrolling Interests,14974000000.0,12587000000.0,5644000000.0,862000000.0,TSLA,,,,,,,,,,,
Net Income Continuous Operations,14974000000.0,12587000000.0,5644000000.0,862000000.0,TSLA,,,,,,,,,,,
Tax Provision,-5001000000.0,1132000000.0,699000000.0,292000000.0,TSLA,,,,,,,,,,,
Pretax Income,9973000000.0,13719000000.0,6343000000.0,1154000000.0,TSLA,,,,,,,,,,,
Other Income Expense,172000000.0,-219000000.0,162000000.0,-122000000.0,TSLA,,,,,,,,,,,
Other Non Operating Income Expenses,172000000.0,-43000000.0,135000000.0,-122000000.0,TSLA,,,,,,,,,,,
Special Income Charges,0.0,-176000000.0,27000000.0,0.0,TSLA,,,,,,,,,,,
Restructuring And Mergern Acquisition,0.0,176000000.0,-27000000.0,0.0,TSLA,,,,,,,,,,,
Net Non Operating Interest Income Expense,910000000.0,106000000.0,-315000000.0,-718000000.0,TSLA,,,,,,,,,,,
Interest Expense Non Operating,156000000.0,191000000.0,371000000.0,748000000.0,TSLA,,,,,,,,,,,
Interest Income Non Operating,1066000000.0,297000000.0,56000000.0,30000000.0,TSLA,,,,,,,,,,,
Operating Income,8891000000.0,13832000000.0,6496000000.0,1994000000.0,TSLA,,,,,,,,,,,
Operating Expense,8769000000.0,7021000000.0,7110000000.0,4636000000.0,TSLA,,,,,,,,,,,
Research And Development,3969000000.0,3075000000.0,2593000000.0,1491000000.0,TSLA,,,,,,,,,,,
Selling General And Administration,4800000000.0,3946000000.0,4517000000.0,3145000000.0,TSLA,,,,,,,,,,,
Gross Profit,17660000000.0,20853000000.0,13606000000.0,6630000000.0,TSLA,,,,,,,,,,,
Cost Of Revenue,79113000000.0,60609000000.0,40217000000.0,24906000000.0,TSLA,,,,,,,,,,,
Total Revenue,96773000000.0,81462000000.0,53823000000.0,31536000000.0,TSLA,,,,,,,,,,,
Operating Revenue,96773000000.0,81462000000.0,53823000000.0,31536000000.0,TSLA,,,,,,,,,,,
Tax Effect Of Unusual Items,0.0,0.0,-978740.801308,-14580000.0,AMD,,,,,,,,,,,
Tax Rate For Calcs,0.21,0.21,0.13982,0.27,AMD,,,,,,,,,,,
Normalized EBITDA,4149000000.0,5534000000.0,4173000000.0,1730000000.0,AMD,,,,,,,,,,,
Total Unusual Items,0.0,0.0,-7000000.0,-54000000.0,AMD,,,,,,,,,,,
Total Unusual Items Excluding Goodwill,0.0,0.0,-7000000.0,-54000000.0,AMD,,,,,,,,,,,
Net Income From Continuing Operation Net Minority Interest,854000000.0,1320000000.0,3162000000.0,2490000000.0,AMD,,,,,,,,,,,
Reconciled Depreciation,3551000000.0,4262000000.0,463000000.0,354000000.0,AMD,,,,,,,,,,,
Reconciled Cost Of Revenue,10538000000.0,10836000000.0,8042000000.0,5062000000.0,AMD,,,,,,,,,,,
EBITDA,4149000000.0,5534000000.0,4166000000.0,1676000000.0,AMD,,,,,,,,,,,
EBIT,598000000.0,1272000000.0,3703000000.0,1322000000.0,AMD,,,,,,,,,,,
Net Interest Income,100000000.0,-23000000.0,-26000000.0,-39000000.0,AMD,,,,,,,,,,,
Interest Expense,106000000.0,88000000.0,34000000.0,47000000.0,AMD,,,,,,,,,,,
Interest Income,206000000.0,65000000.0,8000000.0,8000000.0,AMD,,,,,,,,,,,
Normalized Income,854000000.0,1320000000.0,3168021259.198692,2529420000.0,AMD,,,,,,,,,,,
Net Income From Continuing And Discontinued Operation,854000000.0,1320000000.0,3162000000.0,2490000000.0,AMD,,,,,,,,,,,
Total Expenses,22279000000.0,22337000000.0,12786000000.0,8394000000.0,AMD,,,,,,,,,,,
Total Operating Income As Reported,401000000.0,1264000000.0,3648000000.0,1369000000.0,AMD,,,,,,,,,,,
Diluted Average Shares,1625000000.0,1571000000.0,1229000000.0,1207000000.0,AMD,,,,,,,,,,,
Basic Average Shares,1614000000.0,1561000000.0,1213000000.0,1184000000.0,AMD,,,,,,,,,,,
Diluted EPS,0.53,0.84,2.57,2.06,AMD,,,,,,,,,,,
Basic EPS,0.53,0.85,2.61,2.1,AMD,,,,,,,,,,,
Diluted NI Availto Com Stockholders,854000000.0,1320000000.0,3162000000.0,2491000000.0,AMD,,,,,,,,,,,
Average Dilution Earnings,,0.0,0.0,1000000.0,AMD,,,,,,,,,,,
Net Income Common Stockholders,854000000.0,1320000000.0,3162000000.0,2490000000.0,AMD,,,,,,,,,,,
Net Income,854000000.0,1320000000.0,3162000000.0,2490000000.0,AMD,,,,,,,,,,,
Net Income Including Noncontrolling Interests,854000000.0,1320000000.0,3162000000.0,2490000000.0,AMD,,,,,,,,,,,
Net Income Continuous Operations,854000000.0,1320000000.0,3162000000.0,2490000000.0,AMD,,,,,,,,,,,
Earnings From Equity Interest Net Of Tax,16000000.0,14000000.0,6000000.0,5000000.0,AMD,,,,,,,,,,,
Tax Provision,-346000000.0,-122000000.0,513000000.0,-1210000000.0,AMD,,,,,,,,,,,
Pretax Income,492000000.0,1184000000.0,3669000000.0,1275000000.0,AMD,,,,,,,,,,,
Other Income Expense,-9000000.0,-57000000.0,47000000.0,-55000000.0,AMD,,,,,,,,,,,
Other Non Operating Income Expenses,-8000000.0,5000000.0,-2000000.0,-3000000.0,AMD,,,,,,,,,,,
Special Income Charges,0.0,0.0,-7000000.0,-54000000.0,AMD,,,,,,,,,,,
Other Special Charges,,,7000000.0,54000000.0,AMD,,,,,,,,,,,
Earnings From Equity Interest,-1000000.0,-62000000.0,56000000.0,2000000.0,AMD,,,,,,,,,,,
Net Non Operating Interest Income Expense,100000000.0,-23000000.0,-26000000.0,-39000000.0,AMD,,,,,,,,,,,
Interest Expense Non Operating,106000000.0,88000000.0,34000000.0,47000000.0,AMD,,,,,,,,,,,
Interest Income Non Operating,206000000.0,65000000.0,8000000.0,8000000.0,AMD,,,,,,,,,,,
Operating Income,401000000.0,1264000000.0,3648000000.0,1369000000.0,AMD,,,,,,,,,,,
Operating Expense,10059000000.0,9339000000.0,4281000000.0,2978000000.0,AMD,,,,,,,,,,,
Other Operating Expenses,-34000000.0,-102000000.0,-12000000.0,,AMD,,,,,,,,,,,
Depreciation Amortization Depletion Income Statement,1869000000.0,2100000000.0,0.0,0.0,AMD,,,,,,,,,,,
Depreciation And Amortization In Income Statement,1869000000.0,2100000000.0,0.0,0.0,AMD,,,,,,,,,,,
Amortization,1869000000.0,2100000000.0,0.0,0.0,AMD,,,,,,,,,,,
Amortization Of Intangibles Income Statement,1869000000.0,2100000000.0,0.0,0.0,AMD,,,,,,,,,,,
Research And Development,5872000000.0,5005000000.0,2845000000.0,1983000000.0,AMD,,,,,,,,,,,
Selling General And Administration,2352000000.0,2336000000.0,1448000000.0,995000000.0,AMD,,,,,,,,,,,
Gross Profit,10460000000.0,10603000000.0,7929000000.0,4347000000.0,AMD,,,,,,,,,,,
Cost Of Revenue,12220000000.0,12998000000.0,8505000000.0,5416000000.0,AMD,,,,,,,,,,,
Total Revenue,22680000000.0,23601000000.0,16434000000.0,9763000000.0,AMD,,,,,,,,,,,
Operating Revenue,22680000000.0,23601000000.0,16434000000.0,9763000000.0,AMD,,,,,,,,,,,
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,RCL,,,,,,,,,,,
Tax Rate For Calcs,0.21,0.0,0.0,0.0,RCL,,,,,,,,,,,
Normalized EBITDA,4561000000.0,615000000.0,-2675000000.0,-2085258000.0,RCL,,,,,,,,,,,
Total Unusual Items,200000000.0,-562000.0,-82001000.0,-1566380000.0,RCL,,,,,,,,,,,
Total Unusual Items Excluding Goodwill,200000000.0,-562000.0,-82001000.0,-1566380000.0,RCL,,,,,,,,,,,
Net Income From Continuing Operation Net Minority Interest,1697000000.0,-2156000000.0,-5260000000.0,-5797462000.0,RCL,,,,,,,,,,,
Reconciled Depreciation,1455000000.0,1407000000.0,1293000000.0,1279254000.0,RCL,,,,,,,,,,,
Reconciled Cost Of Revenue,7775000000.0,6616000000.0,2739000000.0,2765108000.0,RCL,,,,,,,,,,,
EBITDA,4561000000.0,615000000.0,-2675000000.0,-3651638000.0,RCL,,,,,,,,,,,
EBIT,3106000000.0,-792000000.0,-3968000000.0,-4930892000.0,RCL,,,,,,,,,,,
Net Interest Income,-1366000000.0,-1328000000.0,-1275000000.0,-823202000.0,RCL,,,,,,,,,,,
Interest Expense,1402000000.0,1364000000.0,1292000000.0,844238000.0,RCL,,,,,,,,,,,
Interest Income,36000000.0,36000000.0,17000000.0,21036000.0,RCL,,,,,,,,,,,
Normalized Income,1697000000.0,-2156000000.0,-5260000000.0,-4231082000.0,RCL,,,,,,,,,,,
Net Income From Continuing And Discontinued Operation,1697000000.0,-2156000000.0,-5260000000.0,-5797462000.0,RCL,,,,,,,,,,,
Total Expenses,11022000000.0,9606000000.0,5402000000.0,5243982000.0,RCL,,,,,,,,,,,
Total Operating Income As Reported,2878000000.0,-766000000.0,-3870000000.0,-4601557000.0,RCL,,,,,,,,,,,
Diluted Average Shares,283000000.0,255011000.0,251812000.0,214335000.0,RCL,,,,,,,,,,,
Basic Average Shares,256000000.0,255011000.0,251812000.0,214335000.0,RCL,,,,,,,,,,,
Diluted EPS,6.31,-8.45,-20.89,-27.05,RCL,,,,,,,,,,,
Basic EPS,6.63,-8.45,-20.89,-27.05,RCL,,,,,,,,,,,
Diluted NI Availto Com Stockholders,1697000000.0,-2156000000.0,-5260000000.0,-5797462000.0,RCL,,,,,,,,,,,
Net Income Common Stockholders,1697000000.0,-2156000000.0,-5260000000.0,-5797462000.0,RCL,,,,,,,,,,,
Net Income,1697000000.0,-2156000000.0,-5260000000.0,-5797462000.0,RCL,,,,,,,,,,,
Minority Interests,-7000000.0,0.0,0.0,-22332000.0,RCL,,,,,,,,,,,
Net Income Including Noncontrolling Interests,1704000000.0,-2156000000.0,-5260000000.0,-5775130000.0,RCL,,,,,,,,,,,
Net Income Continuous Operations,1704000000.0,-2156000000.0,-5260000000.0,-5775130000.0,RCL,,,,,,,,,,,
Pretax Income,1704000000.0,-2156000000.0,-5260000000.0,-5775130000.0,RCL,,,,,,,,,,,
Other Income Expense,192000000.0,-62000000.0,-115000000.0,-1916751000.0,RCL,,,,,,,,,,,
Other Non Operating Income Expenses,-8000000.0,-119000000.0,20000000.0,-137085000.0,RCL,,,,,,,,,,,
Special Income Charges,,-562000.0,-82001000.0,-1566380000.0,RCL,,,,,,,,,,,
Write Off,,562000.0,82001000.0,1566380000.0,RCL,,,,,,,,,,,
Earnings From Equity Interest,200000000.0,57000000.0,-135000000.0,-213286000.0,RCL,,,,,,,,,,,
Gain On Sale Of Security,200000000.0,57000000.0,-135000000.0,-213286000.0,RCL,,,,,,,,,,,
Net Non Operating Interest Income Expense,-1366000000.0,-1328000000.0,-1275000000.0,-823202000.0,RCL,,,,,,,,,,,
Interest Expense Non Operating,1402000000.0,1364000000.0,1292000000.0,844238000.0,RCL,,,,,,,,,,,
Interest Income Non Operating,36000000.0,36000000.0,17000000.0,21036000.0,RCL,,,,,,,,,,,
Operating Income,2878000000.0,-766000000.0,-3870000000.0,-3035177000.0,RCL,,,,,,,,,,,
Operating Expense,3247000000.0,2990000000.0,2663000000.0,2478874000.0,RCL,,,,,,,,,,,
Depreciation Amortization Depletion Income Statement,1455000000.0,1407000000.0,1293000000.0,1279254000.0,RCL,,,,,,,,,,,
Depreciation And Amortization In Income Statement,1455000000.0,1407000000.0,1293000000.0,1279254000.0,RCL,,,,,,,,,,,
Selling General And Administration,1792000000.0,1583000000.0,1370000000.0,1199620000.0,RCL,,,,,,,,,,,
Gross Profit,6125000000.0,2224000000.0,-1207000000.0,-556303000.0,RCL,,,,,,,,,,,
Cost Of Revenue,7775000000.0,6616000000.0,2739000000.0,2765108000.0,RCL,,,,,,,,,,,
Total Revenue,13900000000.0,8840000000.0,1532000000.0,2208805000.0,RCL,,,,,,,,,,,
Operating Revenue,13900000000.0,8840000000.0,1532000000.0,2208805000.0,RCL,,,,,,,,,,,
Tax Effect Of Unusual Items,-1027110000.0,-390144000.0,-212724000.0,-87451677.089255,PFE,,,,,,,,,,,
Tax Rate For Calcs,0.21,0.096,0.076,0.052587,PFE,,,,,,,,,,,
Normalized EBITDA,14448000000.0,45095000000.0,33592000000.0,14925000000.0,PFE,,,,,,,,,,,
Total Unusual Items,-4891000000.0,-4064000000.0,-2799000000.0,-1663000000.0,PFE,,,,,,,,,,,
Total Unusual Items Excluding Goodwill,-4891000000.0,-4064000000.0,-2799000000.0,-1663000000.0,PFE,,,,,,,,,,,
Net Income From Continuing Operation Net Minority Interest,2134000000.0,31366000000.0,22413000000.0,6630000000.0,PFE,,,,,,,,,,,
Reconciled Depreciation,6290000000.0,5064000000.0,5191000000.0,4777000000.0,PFE,,,,,,,,,,,
Reconciled Cost Of Revenue,23397000000.0,32889000000.0,29330000000.0,7055000000.0,PFE,,,,,,,,,,,
EBITDA,9557000000.0,41031000000.0,30793000000.0,13262000000.0,PFE,,,,,,,,,,,
EBIT,3267000000.0,35967000000.0,25602000000.0,8485000000.0,PFE,,,,,,,,,,,
Net Interest Income,-585000000.0,-987000000.0,-1255000000.0,-1376000000.0,PFE,,,,,,,,,,,
Interest Expense,2209000000.0,1238000000.0,1291000000.0,1449000000.0,PFE,,,,,,,,,,,
Interest Income,1624000000.0,251000000.0,36000000.0,73000000.0,PFE,,,,,,,,,,,
Normalized Income,5997890000.0,35039856000.0,24999276000.0,8205548322.910745,PFE,,,,,,,,,,,
Net Income From Continuing And Discontinued Operation,2119000000.0,31372000000.0,21979000000.0,9159000000.0,PFE,,,,,,,,,,,
Total Expenses,55137000000.0,63058000000.0,57584000000.0,32822000000.0,PFE,,,,,,,,,,,
Diluted Average Shares,,5733000000.0,5708000000.0,5632000000.0,PFE,,,,,,,,,,,
Basic Average Shares,,5608000000.0,5601000000.0,5555000000.0,PFE,,,,,,,,,,,
Diluted EPS,,5.47,3.85,1.71,PFE,,,,,,,,,,,
Basic EPS,,5.59,3.92,1.73,PFE,,,,,,,,,,,
Diluted NI Availto Com Stockholders,2119000000.0,31372000000.0,21979000000.0,9159000000.0,PFE,,,,,,,,,,,
Net Income Common Stockholders,2119000000.0,31372000000.0,21979000000.0,9159000000.0,PFE,,,,,,,,,,,
Net Income,2119000000.0,31372000000.0,21979000000.0,9159000000.0,PFE,,,,,,,,,,,
Minority Interests,-39000000.0,-35000000.0,-45000000.0,-36000000.0,PFE,,,,,,,,,,,
Net Income Including Noncontrolling Interests,2158000000.0,31407000000.0,22025000000.0,9195000000.0,PFE,,,,,,,,,,,
Net Income Discontinuous Operations,-15000000.0,6000000.0,-434000000.0,2529000000.0,PFE,,,,,,,,,,,
Net Income Continuous Operations,2172000000.0,31401000000.0,22459000000.0,6666000000.0,PFE,,,,,,,,,,,
Tax Provision,-1115000000.0,3328000000.0,1852000000.0,370000000.0,PFE,,,,,,,,,,,
Pretax Income,1058000000.0,34729000000.0,24311000000.0,7036000000.0,PFE,,,,,,,,,,,
Other Income Expense,-1716000000.0,-1556000000.0,1763000000.0,-415000000.0,PFE,,,,,,,,,,,
Other Non Operating Income Expenses,2670000000.0,2072000000.0,4091000000.0,950000000.0,PFE,,,,,,,,,,,
Special Income Charges,-6481000000.0,-2791000000.0,-4143000000.0,-2203000000.0,PFE,,,,,,,,,,,
Gain On Sale Of Ppe,,0.0,99000000.0,-237000000.0,PFE,,,,,,,,,,,
Other Special Charges,514000000.0,995000000.0,3255000000.0,-298000000.0,PFE,,,,,,,,,,,
Write Off,,,86000000.0,1691000000.0,PFE,,,,,,,,,,,
Impairment Of Capital Assets,3024000000.0,421000000.0,86000000.0,1691000000.0,PFE,,,,,,,,,,,
Restructuring And Mergern Acquisition,2943000000.0,1375000000.0,802000000.0,573000000.0,PFE,,,,,,,,,,,
Earnings From Equity Interest,505000000.0,436000000.0,471000000.0,298000000.0,PFE,,,,,,,,,,,
Gain On Sale Of Security,1590000000.0,-1273000000.0,1344000000.0,540000000.0,PFE,,,,,,,,,,,
Net Non Operating Interest Income Expense,-585000000.0,-987000000.0,-1255000000.0,-1376000000.0,PFE,,,,,,,,,,,
Interest Expense Non Operating,2209000000.0,1238000000.0,1291000000.0,1449000000.0,PFE,,,,,,,,,,,
Interest Income Non Operating,1624000000.0,251000000.0,36000000.0,73000000.0,PFE,,,,,,,,,,,
Operating Income,3359000000.0,37272000000.0,23704000000.0,8829000000.0,PFE,,,,,,,,,,,
Operating Expense,30183000000.0,28714000000.0,26763000000.0,24338000000.0,PFE,,,,,,,,,,,
Depreciation Amortization Depletion Income Statement,4733000000.0,3609000000.0,3700000000.0,3348000000.0,PFE,,,,,,,,,,,
Depreciation And Amortization In Income Statement,4733000000.0,3609000000.0,3700000000.0,3348000000.0,PFE,,,,,,,,,,,
Amortization,4733000000.0,3609000000.0,3700000000.0,3348000000.0,PFE,,,,,,,,,,,
Amortization Of Intangibles Income Statement,4733000000.0,3609000000.0,3700000000.0,3348000000.0,PFE,,,,,,,,,,,
Research And Development,10679000000.0,11428000000.0,10360000000.0,9393000000.0,PFE,,,,,,,,,,,
Selling General And Administration,14771000000.0,13677000000.0,12703000000.0,11597000000.0,PFE,,,,,,,,,,,
Gross Profit,33542000000.0,65986000000.0,50467000000.0,33167000000.0,PFE,,,,,,,,,,,
Cost Of Revenue,24954000000.0,34344000000.0,30821000000.0,8484000000.0,PFE,,,,,,,,,,,
Total Revenue,58496000000.0,100330000000.0,81288000000.0,41651000000.0,PFE,,,,,,,,,,,
Operating Revenue,58496000000.0,100330000000.0,81288000000.0,41651000000.0,PFE,,,,,,,,,,,
