metric,2024-03-31 00:00:00,2023-12-31 00:00:00,2023-09-30 00:00:00,2023-06-30 00:00:00,2023-03-31 00:00:00,2022-12-31 00:00:00,2022-09-30 00:00:00,stock,2024-02-29 00:00:00,2023-11-30 00:00:00,2023-08-31 00:00:00,2023-05-31 00:00:00,2023-02-28 00:00:00,2022-11-30 00:00:00,2022-08-31 00:00:00,2024-01-31 00:00:00,2023-10-31 00:00:00,2023-07-31 00:00:00,2023-04-30 00:00:00,2023-01-31 00:00:00,2022-10-31 00:00:00
Beginning Cash Position,96897000.0,138449000.0,120503000.0,139280000.0,93784000.0,,,LAUR,,,,,,,,,,,,,
Effect Of Exchange Rate Changes,1123000.0,2636000.0,-4653000.0,5196000.0,3462000.0,,,LAUR,,,,,,,,,,,,,
Changes In Cash,35822000.0,-43995000.0,22348000.0,-23413000.0,42034000.0,,,LAUR,,,,,,,,,,,,,
Other Cash Adjustment Inside Changein Cash,278000.0,,,,0.0,,,LAUR,,,,,,,,,,,,,
Financing Cash Flow,18381000.0,-81675000.0,-74530000.0,-66827000.0,21144000.0,,,LAUR,,,,,,,,,,,,,
Cash Flow From Continuing Financing Activities,18381000.0,-81675000.0,-74530000.0,-66827000.0,21144000.0,,,LAUR,,,,,,,,,,,,,
Net Other Financing Charges,-3300000.0,2290000.0,-1285000.0,-5000.0,-3052000.0,,,LAUR,,,,,,,,,,,,,
Proceeds From Stock Option Exercised,29000.0,-888000.0,1666000.0,107000.0,1423000.0,,,LAUR,,,,,,,,,,,,,
Net Common Stock Issuance,-32894000.0,0.0,0.0,0.0,0.0,,,LAUR,,,,,,,,,,,,,
Common Stock Payments,-32894000.0,0.0,0.0,0.0,0.0,,,LAUR,,,,,,,,,,,,,
Net Issuance Payments Of Debt,54546000.0,29401000.0,-74911000.0,-66929000.0,22773000.0,,,LAUR,,,,,,,,,,,,,
Net Long Term Debt Issuance,54546000.0,29401000.0,-74911000.0,-66929000.0,22773000.0,,,LAUR,,,,,,,,,,,,,
Long Term Debt Payments,-26545000.0,-76249000.0,-79077000.0,-72885000.0,-15227000.0,,,LAUR,,,,,,,,,,,,,
Long Term Debt Issuance,81091000.0,105650000.0,4166000.0,5956000.0,38000000.0,,,LAUR,,,,,,,,,,,,,
Investing Cash Flow,-15990000.0,-25681000.0,-11752000.0,-8906000.0,-5579000.0,,,LAUR,,,,,,,,,,,,,
Cash From Discontinued Investing Activities,-154000.0,4036000.0,137000.0,116000.0,250000.0,,,LAUR,,,,,,,,,,,,,
Cash Flow From Continuing Investing Activities,-15836000.0,-29717000.0,-11889000.0,-9022000.0,-5829000.0,,,LAUR,,,,,,,,,,,,,
Net Other Investing Changes,,,,,,51000.0,-233000.0,LAUR,,,,,,,,,,,,,
Net Investment Purchase And Sale,,,,,,0.0,0.0,LAUR,,,,,,,,,,,,,
Purchase Of Investment,,,,,,0.0,0.0,LAUR,,,,,,,,,,,,,
Net Business Purchase And Sale,,,,,254000.0,9000.0,73146000.0,LAUR,,,,,,,,,,,,,
Sale Of Business,,,,,254000.0,9000.0,73146000.0,LAUR,,,,,,,,,,,,,
Net PPE Purchase And Sale,-15836000.0,-29697000.0,-11889000.0,-9022000.0,-5829000.0,,,LAUR,,,,,,,,,,,,,
Sale Of PPE,48000.0,,,,4000.0,,,LAUR,,,,,,,,,,,,,
Purchase Of PPE,-15884000.0,-29697000.0,-11889000.0,-9018000.0,-5833000.0,,,LAUR,,,,,,,,,,,,,
Operating Cash Flow,33153000.0,63361000.0,108630000.0,52320000.0,26469000.0,,,LAUR,,,,,,,,,,,,,
Cash Flow From Continuing Operating Activities,33153000.0,63361000.0,108630000.0,52320000.0,26469000.0,,,LAUR,,,,,,,,,,,,,
Change In Working Capital,-4557000.0,-11321000.0,40525000.0,-64513000.0,-8487000.0,,,LAUR,,,,,,,,,,,,,
Change In Other Working Capital,34214000.0,-3576000.0,22948000.0,-35391000.0,25600000.0,,,LAUR,,,,,,,,,,,,,
Change In Payables And Accrued Expense,-26597000.0,-5300000.0,-3914000.0,31113000.0,-26159000.0,,,LAUR,,,,,,,,,,,,,
Change In Prepaid Assets,-14475000.0,8272000.0,5417000.0,1084000.0,-12152000.0,,,LAUR,,,,,,,,,,,,,
Change In Receivables,2301000.0,-10717000.0,16074000.0,-61319000.0,4224000.0,,,LAUR,,,,,,,,,,,,,
Other Non Cash Items,3545000.0,5903000.0,3384000.0,-12016000.0,4030000.0,,,LAUR,,,,,,,,,,,,,
Stock Based Compensation,1409000.0,2220000.0,1794000.0,1976000.0,1124000.0,,,LAUR,,,,,,,,,,,,,
Asset Impairment Charge,6307000.0,15651000.0,13355000.0,15012000.0,2788000.0,,,LAUR,,,,,,,,,,,,,
Deferred Tax,1267000.0,-46319000.0,-2670000.0,-6260000.0,-607000.0,,,LAUR,,,,,,,,,,,,,
Deferred Income Tax,1267000.0,-46319000.0,-2670000.0,-6260000.0,-607000.0,,,LAUR,,,,,,,,,,,,,
Depreciation Amortization Depletion,27815000.0,26780000.0,26844000.0,25319000.0,23910000.0,,,LAUR,,,,,,,,,,,,,
Depreciation And Amortization,27815000.0,26780000.0,26844000.0,25319000.0,23910000.0,,,LAUR,,,,,,,,,,,,,
Depreciation,27815000.0,26780000.0,26844000.0,25319000.0,23910000.0,,,LAUR,,,,,,,,,,,,,
Operating Gains Losses,8215000.0,28712000.0,-10583000.0,36489000.0,30473000.0,,,LAUR,,,,,,,,,,,,,
Net Foreign Currency Exchange Gain Loss,4964000.0,24388000.0,-10164000.0,32315000.0,28949000.0,,,LAUR,,,,,,,,,,,,,
Gain Loss On Sale Of Business,,4324000.0,-419000.0,4174000.0,1524000.0,-5349000.0,,LAUR,,,,,,,,,,,,,
Net Income From Continuing Operations,-10848000.0,41735000.0,35981000.0,56313000.0,-26762000.0,,,LAUR,,,,,,,,,,,,,
Free Cash Flow,157000000.0,1011000000.0,465000000.0,749000000.0,-146000000.0,,,HAL,,,,,,,,,,,,,
Repurchase Of Capital Stock,-250000000.0,-254000000.0,-198000000.0,-248000000.0,-100000000.0,,,HAL,,,,,,,,,,,,,
Repayment Of Debt,,-155000000.0,-150000000.0,0.0,0.0,0.0,,HAL,,,,,,,,,,,,,
Capital Expenditure,-330000000.0,-399000000.0,-409000000.0,-303000000.0,-268000000.0,,,HAL,,,,,,,,,,,,,
Interest Paid Supplemental Data,118000000.0,105000000.0,127000000.0,101000000.0,127000000.0,,,HAL,,,,,,,,,,,,,
Income Tax Paid Supplemental Data,95000000.0,88000000.0,140000000.0,240000000.0,148000000.0,,,HAL,,,,,,,,,,,,,
End Cash Position,1891000000.0,2264000000.0,2036000000.0,2105000000.0,1879000000.0,,,HAL,,,,,,,,,,,,,
Beginning Cash Position,2264000000.0,2036000000.0,2105000000.0,1879000000.0,2346000000.0,,,HAL,,,,,,,,,,,,,
Effect Of Exchange Rate Changes,-57000000.0,-103000000.0,-32000000.0,-30000000.0,-45000000.0,,,HAL,,,,,,,,,,,,,
Changes In Cash,-316000000.0,331000000.0,-37000000.0,256000000.0,-422000000.0,,,HAL,,,,,,,,,,,,,
Financing Cash Flow,-422000000.0,-544000000.0,-483000000.0,-395000000.0,-249000000.0,,,HAL,,,,,,,,,,,,,
Cash Flow From Continuing Financing Activities,-422000000.0,-544000000.0,-483000000.0,-395000000.0,-249000000.0,,,HAL,,,,,,,,,,,,,
Net Other Financing Charges,-21000000.0,-128000000.0,9000000.0,-3000000.0,-4000000.0,,,HAL,,,,,,,,,,,,,
Cash Dividends Paid,-151000000.0,-143000000.0,-144000000.0,-144000000.0,-145000000.0,,,HAL,,,,,,,,,,,,,
Common Stock Dividend Paid,-151000000.0,-143000000.0,-144000000.0,-144000000.0,-145000000.0,,,HAL,,,,,,,,,,,,,
Net Common Stock Issuance,-250000000.0,-118000000.0,-198000000.0,-248000000.0,-100000000.0,,,HAL,,,,,,,,,,,,,
Common Stock Payments,-250000000.0,-254000000.0,-198000000.0,-248000000.0,-100000000.0,,,HAL,,,,,,,,,,,,,
Net Issuance Payments Of Debt,,-155000000.0,-150000000.0,0.0,0.0,0.0,,HAL,,,,,,,,,,,,,
Net Long Term Debt Issuance,,-155000000.0,-150000000.0,0.0,0.0,0.0,,HAL,,,,,,,,,,,,,
Long Term Debt Payments,,-155000000.0,-150000000.0,0.0,0.0,0.0,,HAL,,,,,,,,,,,,,
Investing Cash Flow,-381000000.0,-535000000.0,-428000000.0,-401000000.0,-295000000.0,,,HAL,,,,,,,,,,,,,
Cash Flow From Continuing Investing Activities,-381000000.0,-535000000.0,-428000000.0,-401000000.0,-295000000.0,,,HAL,,,,,,,,,,,,,
Net Other Investing Changes,-100000000.0,-23000000.0,-43000000.0,20000000.0,-68000000.0,,,HAL,,,,,,,,,,,,,
Net Investment Purchase And Sale,,-172000000.0,-22000000.0,,,,0.0,HAL,,,,,,,,,,,,,
Sale Of Investment,,19000000.0,9000000.0,,,,0.0,HAL,,,,,,,,,,,,,
Purchase Of Investment,,-191000000.0,-31000000.0,,,,0.0,HAL,,,,,,,,,,,,,
Net Business Purchase And Sale,,,,,,0.0,,HAL,,,,,,,,,,,,,
Sale Of Business,,,,,,0.0,,HAL,,,,,,,,,,,,,
Net PPE Purchase And Sale,49000000.0,59000000.0,46000000.0,49000000.0,41000000.0,,,HAL,,,,,,,,,,,,,
Sale Of PPE,49000000.0,59000000.0,46000000.0,49000000.0,41000000.0,,,HAL,,,,,,,,,,,,,
Capital Expenditure Reported,-330000000.0,-399000000.0,-409000000.0,-303000000.0,-268000000.0,,,HAL,,,,,,,,,,,,,
Operating Cash Flow,487000000.0,1410000000.0,874000000.0,1052000000.0,122000000.0,,,HAL,,,,,,,,,,,,,
Cash Flow From Continuing Operating Activities,487000000.0,1410000000.0,874000000.0,1052000000.0,122000000.0,,,HAL,,,,,,,,,,,,,
Change In Working Capital,-341000000.0,287000000.0,-209000000.0,139000000.0,-728000000.0,,,HAL,,,,,,,,,,,,,
Change In Other Working Capital,,,,,-189000000.0,,,HAL,,,,,,,,,,,,,
Change In Payables And Accrued Expense,-41000000.0,-88000000.0,71000000.0,9000000.0,57000000.0,,,HAL,,,,,,,,,,,,,
Change In Payable,-41000000.0,-88000000.0,71000000.0,9000000.0,57000000.0,,,HAL,,,,,,,,,,,,,
Change In Account Payable,-41000000.0,-88000000.0,71000000.0,9000000.0,57000000.0,,,HAL,,,,,,,,,,,,,
Change In Inventory,-32000000.0,110000000.0,-95000000.0,-108000000.0,-210000000.0,,,HAL,,,,,,,,,,,,,
Change In Receivables,-268000000.0,265000000.0,-185000000.0,238000000.0,-575000000.0,,,HAL,,,,,,,,,,,,,
Other Non Cash Items,-44000000.0,4000000.0,103000000.0,52000000.0,-46000000.0,,,HAL,,,,,,,,,,,,,
Asset Impairment Charge,,0.0,0.0,0.0,0.0,0.0,,HAL,,,,,,,,,,,,,
Depreciation Amortization Depletion,263000000.0,256000000.0,256000000.0,245000000.0,241000000.0,,,HAL,,,,,,,,,,,,,
Net Income From Continuing Operations,609000000.0,667000000.0,724000000.0,616000000.0,655000000.0,,,HAL,,,,,,,,,,,,,
Free Cash Flow,4198000000.0,-3547000000.0,2171000000.0,5317000000.0,6454000000.0,,,CVS,,,,,,,,,,,,,
Repurchase Of Capital Stock,-3027000000.0,1000000.0,3000000.0,2000000.0,-2018000000.0,,,CVS,,,,,,,,,,,,,
Repayment Of Debt,-18000000.0,-432000000.0,-947000000.0,-6425000000.0,-362000000.0,,,CVS,,,,,,,,,,,,,
Issuance Of Debt,2519000000.0,200000000.0,-1000000000.0,10947000000.0,5951000000.0,,,CVS,,,,,,,,,,,,,
Capital Expenditure,-705000000.0,-911000000.0,-545000000.0,-591000000.0,-984000000.0,,,CVS,,,,,,,,,,,,,
End Cash Position,10107000000.0,8525000000.0,13375000000.0,14127000000.0,14955000000.0,,,CVS,,,,,,,,,,,,,
Beginning Cash Position,8525000000.0,13375000000.0,14127000000.0,14955000000.0,13305000000.0,,,CVS,,,,,,,,,,,,,
Changes In Cash,1582000000.0,-4850000000.0,-752000000.0,-828000000.0,1650000000.0,,,CVS,,,,,,,,,,,,,
Financing Cash Flow,-1227000000.0,-972000000.0,-2697000000.0,3626000000.0,2726000000.0,,,CVS,,,,,,,,,,,,,
Cash Flow From Continuing Financing Activities,-1227000000.0,-972000000.0,-2697000000.0,3626000000.0,2726000000.0,,,CVS,,,,,,,,,,,,,
Net Other Financing Charges,-64000000.0,3000000.0,-96000000.0,-127000000.0,-162000000.0,,,CVS,,,,,,,,,,,,,
Proceeds From Stock Option Exercised,203000000.0,35000000.0,122000000.0,24000000.0,96000000.0,,,CVS,,,,,,,,,,,,,
Cash Dividends Paid,-840000000.0,-779000000.0,-779000000.0,-795000000.0,-779000000.0,,,CVS,,,,,,,,,,,,,
Common Stock Dividend Paid,-840000000.0,-779000000.0,-779000000.0,-795000000.0,-779000000.0,,,CVS,,,,,,,,,,,,,
Net Common Stock Issuance,-3027000000.0,1000000.0,3000000.0,2000000.0,-2018000000.0,,,CVS,,,,,,,,,,,,,
Common Stock Payments,-3027000000.0,1000000.0,3000000.0,2000000.0,-2018000000.0,,,CVS,,,,,,,,,,,,,
Net Issuance Payments Of Debt,2501000000.0,-232000000.0,-1947000000.0,4522000000.0,5589000000.0,,,CVS,,,,,,,,,,,,,
Net Short Term Debt Issuance,2519000000.0,200000000.0,-1000000000.0,1000000000.0,0.0,,,CVS,,,,,,,,,,,,,
Short Term Debt Payments,,0.0,0.0,,,,0.0,CVS,,,,,,,,,,,,,
Short Term Debt Issuance,2519000000.0,200000000.0,-1000000000.0,6000000000.0,0.0,,,CVS,,,,,,,,,,,,,
Net Long Term Debt Issuance,-18000000.0,-432000000.0,-947000000.0,3522000000.0,5589000000.0,,,CVS,,,,,,,,,,,,,
Long Term Debt Payments,-18000000.0,-432000000.0,-947000000.0,-1425000000.0,-362000000.0,,,CVS,,,,,,,,,,,,,
Long Term Debt Issuance,0.0,0.0,0.0,4947000000.0,5951000000.0,,,CVS,,,,,,,,,,,,,
Investing Cash Flow,-2094000000.0,-1242000000.0,-771000000.0,-10362000000.0,-8514000000.0,,,CVS,,,,,,,,,,,,,
Cash Flow From Continuing Investing Activities,-2094000000.0,-1242000000.0,-771000000.0,-10362000000.0,-8514000000.0,,,CVS,,,,,,,,,,,,,
Net Other Investing Changes,28000000.0,25000000.0,11000000.0,1000000.0,31000000.0,,,CVS,,,,,,,,,,,,,
Net Investment Purchase And Sale,-1392000000.0,-236000000.0,-219000000.0,-392000000.0,-467000000.0,,,CVS,,,,,,,,,,,,,
Sale Of Investment,2153000000.0,2182000000.0,1907000000.0,1749000000.0,1891000000.0,,,CVS,,,,,,,,,,,,,
Purchase Of Investment,-3545000000.0,-2418000000.0,-2126000000.0,-2141000000.0,-2358000000.0,,,CVS,,,,,,,,,,,,,
Net Business Purchase And Sale,-25000000.0,-120000000.0,-18000000.0,-9380000000.0,-7094000000.0,,,CVS,,,,,,,,,,,,,
Purchase Of Business,-25000000.0,-120000000.0,-18000000.0,-9380000000.0,-7094000000.0,,,CVS,,,,,,,,,,,,,
Net PPE Purchase And Sale,-705000000.0,-911000000.0,-545000000.0,-591000000.0,-984000000.0,,,CVS,,,,,,,,,,,,,
Purchase Of PPE,-705000000.0,-911000000.0,-545000000.0,-591000000.0,-984000000.0,,,CVS,,,,,,,,,,,,,
Operating Cash Flow,4903000000.0,-2636000000.0,2716000000.0,5908000000.0,7438000000.0,,,CVS,,,,,,,,,,,,,
Cash Flow From Continuing Operating Activities,4903000000.0,-2636000000.0,2716000000.0,5908000000.0,7438000000.0,,,CVS,,,,,,,,,,,,,
Change In Working Capital,2721000000.0,-6044000000.0,-732000000.0,2754000000.0,4037000000.0,,,CVS,,,,,,,,,,,,,
Change In Other Current Liabilities,46000000.0,-507000000.0,-445000000.0,456000000.0,2036000000.0,,,CVS,,,,,,,,,,,,,
Change In Other Current Assets,-2836000000.0,8000000.0,395000000.0,342000000.0,-1255000000.0,,,CVS,,,,,,,,,,,,,
Change In Payables And Accrued Expense,843000000.0,-3133000000.0,2929000000.0,1037000000.0,3179000000.0,,,CVS,,,,,,,,,,,,,
Change In Payable,843000000.0,-3133000000.0,2929000000.0,1037000000.0,3179000000.0,,,CVS,,,,,,,,,,,,,
Change In Account Payable,-1410000000.0,1152000000.0,2584000000.0,1085000000.0,-1203000000.0,,,CVS,,,,,,,,,,,,,
Change In Inventory,1660000000.0,-72000000.0,-495000000.0,972000000.0,828000000.0,,,CVS,,,,,,,,,,,,,
Change In Receivables,3008000000.0,-2340000000.0,-3116000000.0,-53000000.0,-751000000.0,,,CVS,,,,,,,,,,,,,
Changes In Account Receivables,3008000000.0,-2340000000.0,-3116000000.0,-53000000.0,-751000000.0,,,CVS,,,,,,,,,,,,,
Stock Based Compensation,137000000.0,127000000.0,154000000.0,204000000.0,103000000.0,,,CVS,,,,,,,,,,,,,
Asset Impairment Charge,,,,,,0.0,,CVS,,,,,,,,,,,,,
Deferred Tax,-217000000.0,-316000000.0,-447000000.0,-68000000.0,155000000.0,,,CVS,,,,,,,,,,,,,
Deferred Income Tax,-217000000.0,-316000000.0,-447000000.0,-68000000.0,155000000.0,,,CVS,,,,,,,,,,,,,
Depreciation Amortization Depletion,1138000000.0,1134000000.0,1127000000.0,1104000000.0,1001000000.0,,,CVS,,,,,,,,,,,,,
Depreciation And Amortization,1138000000.0,1134000000.0,1127000000.0,1104000000.0,1001000000.0,,,CVS,,,,,,,,,,,,,
Operating Gains Losses,,0.0,,,,-238000000.0,2521000000.0,CVS,,,,,,,,,,,,,
Gain Loss On Sale Of Business,,0.0,0.0,,,-250000000.0,0.0,CVS,,,,,,,,,,,,,
Net Income From Continuing Operations,1124000000.0,2047000000.0,2265000000.0,1914000000.0,2142000000.0,,,CVS,,,,,,,,,,,,,
Free Cash Flow,266869000.0,258727000.0,278244000.0,191864000.0,100544000.0,,,MTCH,,,,,,,,,,,,,
Repurchase Of Capital Stock,-188593000.0,-101090000.0,-300000000.0,-32606000.0,-112502000.0,,,MTCH,,,,,,,,,,,,,
Capital Expenditure,-17234000.0,-17392000.0,-12563000.0,-17614000.0,-19843000.0,,,MTCH,,,,,,,,,,,,,
End Cash Position,914929000.0,862440000.0,707002000.0,732690000.0,570001000.0,,,MTCH,,,,,,,,,,,,,
Beginning Cash Position,862440000.0,707002000.0,732690000.0,570001000.0,572516000.0,,,MTCH,,,,,,,,,,,,,
Effect Of Exchange Rate Changes,-5947000.0,5886000.0,-3525000.0,-399000.0,1820000.0,,,MTCH,,,,,,,,,,,,,
Changes In Cash,58436000.0,149552000.0,-22163000.0,163088000.0,-4335000.0,,,MTCH,,,,,,,,,,,,,
Financing Cash Flow,-199619000.0,-97562000.0,-302762000.0,-28812000.0,-104932000.0,,,MTCH,,,,,,,,,,,,,
Cash From Discontinued Financing Activities,,,,,,0.0,0.0,MTCH,,,,,,,,,,,,,
Cash Flow From Continuing Financing Activities,-199619000.0,-97562000.0,-302762000.0,-28812000.0,-104932000.0,,,MTCH,,,,,,,,,,,,,
Net Other Financing Charges,-12281000.0,19000.0,-3353000.0,-824000.0,-3628000.0,,,MTCH,,,,,,,,,,,,,
Proceeds From Stock Option Exercised,1255000.0,3509000.0,591000.0,4618000.0,11198000.0,,,MTCH,,,,,,,,,,,,,
Net Common Stock Issuance,-188593000.0,-101090000.0,-300000000.0,-32606000.0,-112502000.0,,,MTCH,,,,,,,,,,,,,
Common Stock Payments,-188593000.0,-101090000.0,-300000000.0,-32606000.0,-112502000.0,,,MTCH,,,,,,,,,,,,,
Investing Cash Flow,-26048000.0,-29005000.0,-10208000.0,-17578000.0,-19790000.0,,,MTCH,,,,,,,,,,,,,
Cash From Discontinued Investing Activities,,,,,,0.0,0.0,MTCH,,,,,,,,,,,,,
Cash Flow From Continuing Investing Activities,-26048000.0,-29005000.0,-10208000.0,-17578000.0,-19790000.0,,,MTCH,,,,,,,,,,,,,
Net Other Investing Changes,-8814000.0,-46000.0,2355000.0,36000.0,53000.0,,,MTCH,,,,,,,,,,,,,
Net Business Purchase And Sale,,-11567000.0,,,,0.0,-25681000.0,MTCH,,,,,,,,,,,,,
Purchase Of Business,,-11567000.0,,,,0.0,-25681000.0,MTCH,,,,,,,,,,,,,
Capital Expenditure Reported,-17234000.0,-17392000.0,-12563000.0,-17614000.0,-19843000.0,,,MTCH,,,,,,,,,,,,,
Operating Cash Flow,284103000.0,276119000.0,290807000.0,209478000.0,120387000.0,,,MTCH,,,,,,,,,,,,,
Cash From Discontinued Operating Activities,,,,,,0.0,0.0,MTCH,,,,,,,,,,,,,
Cash Flow From Continuing Operating Activities,284103000.0,276119000.0,290807000.0,209478000.0,120387000.0,,,MTCH,,,,,,,,,,,,,
Change In Working Capital,55799000.0,-40013000.0,19610000.0,-33975000.0,-78484000.0,,,MTCH,,,,,,,,,,,,,
Change In Other Working Capital,-455000.0,-28671000.0,-12348000.0,-26478000.0,22953000.0,,,MTCH,,,,,,,,,,,,,
Change In Other Current Assets,7118000.0,17598000.0,5329000.0,3410000.0,-1282000.0,,,MTCH,,,,,,,,,,,,,
Change In Payables And Accrued Expense,-22538000.0,-21662000.0,43689000.0,6439000.0,-34427000.0,,,MTCH,,,,,,,,,,,,,
Change In Payable,-22538000.0,-21662000.0,43689000.0,6439000.0,-34427000.0,,,MTCH,,,,,,,,,,,,,
Change In Account Payable,-22538000.0,-21662000.0,43689000.0,6439000.0,-34427000.0,,,MTCH,,,,,,,,,,,,,
Change In Receivables,71674000.0,-7278000.0,-17060000.0,-17346000.0,-65728000.0,,,MTCH,,,,,,,,,,,,,
Changes In Account Receivables,71674000.0,-7278000.0,-17060000.0,-17346000.0,-65728000.0,,,MTCH,,,,,,,,,,,,,
Other Non Cash Items,3585000.0,3285000.0,-265000.0,4675000.0,2237000.0,,,MTCH,,,,,,,,,,,,,
Stock Based Compensation,63820000.0,68154000.0,61745000.0,60637000.0,41563000.0,,,MTCH,,,,,,,,,,,,,
Asset Impairment Charge,,13810000.0,10489000.0,,,114419000.0,9606000.0,MTCH,,,,,,,,,,,,,
Deferred Tax,6777000.0,-18177000.0,18162000.0,14916000.0,11711000.0,,,MTCH,,,,,,,,,,,,,
Deferred Income Tax,6777000.0,-18177000.0,18162000.0,14916000.0,11711000.0,,,MTCH,,,,,,,,,,,,,
Depreciation Amortization Depletion,30888000.0,19380000.0,17310000.0,2448000.0,22669000.0,,,MTCH,,,,,,,,,,,,,
Depreciation And Amortization,30888000.0,19380000.0,17310000.0,2448000.0,22669000.0,,,MTCH,,,,,,,,,,,,,
Amortization Cash Flow,10367000.0,,,,12117000.0,,,MTCH,,,,,,,,,,,,,
Amortization Of Intangibles,10367000.0,,,,12117000.0,,,MTCH,,,,,,,,,,,,,
Depreciation,20521000.0,19380000.0,17310000.0,14565000.0,10552000.0,,,MTCH,,,,,,,,,,,,,
Net Income From Continuing Operations,123234000.0,229680000.0,163756000.0,137345000.0,120691000.0,,,MTCH,,,,,,,,,,,,,
Free Cash Flow,1763000000.0,2469000000.0,1101000000.0,-350000000.0,1000000000.0,,,PYPL,,,,,,,,,,,,,
Repurchase Of Capital Stock,-1501000000.0,-607000000.0,-1434000000.0,-1529000000.0,-1432000000.0,,,PYPL,,,,,,,,,,,,,
Repayment Of Debt,-359000000.0,-111000000.0,0.0,-937000000.0,-5000000.0,,,PYPL,,,,,,,,,,,,,
Issuance Of Debt,115000000.0,699000000.0,109000000.0,648000000.0,72000000.0,,,PYPL,,,,,,,,,,,,,
Issuance Of Capital Stock,0.0,45000000.0,0.0,81000000.0,1000000.0,,,PYPL,,,,,,,,,,,,,
Capital Expenditure,-154000000.0,-145000000.0,-158000000.0,-150000000.0,-170000000.0,,,PYPL,,,,,,,,,,,,,
Interest Paid Supplemental Data,2000000.0,164000000.0,,,2000000.0,,,PYPL,,,,,,,,,,,,,
Income Tax Paid Supplemental Data,83000000.0,1060000000.0,,,495000000.0,,,PYPL,,,,,,,,,,,,,
End Cash Position,22275000000.0,21834000000.0,16583000000.0,15615000000.0,17694000000.0,,,PYPL,,,,,,,,,,,,,
Beginning Cash Position,21834000000.0,16583000000.0,15615000000.0,17694000000.0,19156000000.0,,,PYPL,,,,,,,,,,,,,
Effect Of Exchange Rate Changes,-94000000.0,171000000.0,-45000000.0,-46000000.0,-4000000.0,,,PYPL,,,,,,,,,,,,,
Changes In Cash,535000000.0,5080000000.0,1013000000.0,-2033000000.0,-1458000000.0,,,PYPL,,,,,,,,,,,,,
Financing Cash Flow,-2362000000.0,3000000000.0,61000000.0,-3273000000.0,-2781000000.0,,,PYPL,,,,,,,,,,,,,
Cash Flow From Continuing Financing Activities,-2362000000.0,3000000000.0,61000000.0,-3273000000.0,-2781000000.0,,,PYPL,,,,,,,,,,,,,
Net Other Financing Charges,-617000000.0,2974000000.0,1386000000.0,-1536000000.0,-1417000000.0,,,PYPL,,,,,,,,,,,,,
Net Common Stock Issuance,-1501000000.0,-562000000.0,-1434000000.0,-1448000000.0,-1431000000.0,,,PYPL,,,,,,,,,,,,,
Common Stock Payments,-1501000000.0,-607000000.0,-1434000000.0,-1529000000.0,-1432000000.0,,,PYPL,,,,,,,,,,,,,
Common Stock Issuance,0.0,45000000.0,0.0,81000000.0,1000000.0,,,PYPL,,,,,,,,,,,,,
Net Issuance Payments Of Debt,-244000000.0,588000000.0,109000000.0,-289000000.0,67000000.0,,,PYPL,,,,,,,,,,,,,
Net Short Term Debt Issuance,-359000000.0,,,,-5000000.0,,,PYPL,,,,,,,,,,,,,
Short Term Debt Payments,-359000000.0,,,,-5000000.0,,,PYPL,,,,,,,,,,,,,
Net Long Term Debt Issuance,115000000.0,588000000.0,109000000.0,-294000000.0,72000000.0,,,PYPL,,,,,,,,,,,,,
Long Term Debt Payments,,-111000000.0,0.0,-937000000.0,-5000000.0,0.0,,PYPL,,,,,,,,,,,,,
Long Term Debt Issuance,115000000.0,699000000.0,109000000.0,648000000.0,72000000.0,,,PYPL,,,,,,,,,,,,,
Investing Cash Flow,980000000.0,-534000000.0,-307000000.0,1440000000.0,153000000.0,,,PYPL,,,,,,,,,,,,,
Cash Flow From Continuing Investing Activities,980000000.0,-534000000.0,-307000000.0,1440000000.0,153000000.0,,,PYPL,,,,,,,,,,,,,
Net Other Investing Changes,-1027000000.0,-2036000000.0,-1069000000.0,677000000.0,977000000.0,,,PYPL,,,,,,,,,,,,,
Net Investment Purchase And Sale,2161000000.0,1180000000.0,916000000.0,874000000.0,-655000000.0,,,PYPL,,,,,,,,,,,,,
Sale Of Investment,9242000000.0,8185000000.0,5368000000.0,5297000000.0,5445000000.0,,,PYPL,,,,,,,,,,,,,
Purchase Of Investment,-7081000000.0,-7005000000.0,-4452000000.0,-4423000000.0,-6100000000.0,,,PYPL,,,,,,,,,,,,,
Net Business Purchase And Sale,,,,,,0.0,0.0,PYPL,,,,,,,,,,,,,
Net PPE Purchase And Sale,-154000000.0,-144000000.0,-154000000.0,-111000000.0,-169000000.0,,,PYPL,,,,,,,,,,,,,
Sale Of PPE,0.0,1000000.0,4000000.0,39000000.0,1000000.0,,,PYPL,,,,,,,,,,,,,
Purchase Of PPE,-154000000.0,-145000000.0,-158000000.0,-150000000.0,-170000000.0,,,PYPL,,,,,,,,,,,,,
Operating Cash Flow,1917000000.0,2614000000.0,1259000000.0,-200000000.0,1170000000.0,,,PYPL,,,,,,,,,,,,,
Cash Flow From Continuing Operating Activities,1917000000.0,2614000000.0,1259000000.0,-200000000.0,1170000000.0,,,PYPL,,,,,,,,,,,,,
Change In Working Capital,115000000.0,-408000000.0,247000000.0,-678000000.0,-475000000.0,,,PYPL,,,,,,,,,,,,,
Change In Other Working Capital,176000000.0,-354000000.0,17000000.0,-376000000.0,-475000000.0,,,PYPL,,,,,,,,,,,,,
