metric,2023-12-31 00:00:00,2022-12-31 00:00:00,2021-12-31 00:00:00,2020-12-31 00:00:00,2019-12-31 00:00:00,stock,2023-05-31 00:00:00,2022-05-31 00:00:00,2021-05-31 00:00:00,2020-05-31 00:00:00,2024-01-31 00:00:00,2023-01-31 00:00:00,2022-01-31 00:00:00,2021-01-31 00:00:00,2020-01-31 00:00:00,2024-03-31 00:00:00,2023-03-31 00:00:00,2022-03-31 00:00:00,2021-03-31 00:00:00,2020-03-31 00:00:00,2023-06-30 00:00:00,2022-06-30 00:00:00,2021-06-30 00:00:00,2020-06-30 00:00:00,2019-06-30 00:00:00,2023-09-30 00:00:00,2022-09-30 00:00:00,2021-09-30 00:00:00,2020-09-30 00:00:00
Diluted Average Shares,309000000.0,333000000.0,375000000.0,378000000.0,,APA,,,,,,,,,,,,,,,,,,,,,,,
Basic Average Shares,308000000.0,332000000.0,374000000.0,378000000.0,,APA,,,,,,,,,,,,,,,,,,,,,,,
Diluted EPS,9.25,11.02,2.59,-12.86,,APA,,,,,,,,,,,,,,,,,,,,,,,
Basic EPS,9.26,11.05,2.6,-12.86,,APA,,,,,,,,,,,,,,,,,,,,,,,
Diluted NI Availto Com Stockholders,2855000000.0,3674000000.0,973000000.0,-4860000000.0,,APA,,,,,,,,,,,,,,,,,,,,,,,
Average Dilution Earnings,,,0.0,0.0,0.0,APA,,,,,,,,,,,,,,,,,,,,,,,
Net Income Common Stockholders,2855000000.0,3674000000.0,973000000.0,-4860000000.0,,APA,,,,,,,,,,,,,,,,,,,,,,,
Otherunder Preferred Stock Dividend,0.0,-70000000.0,162000000.0,76000000.0,,APA,,,,,,,,,,,,,,,,,,,,,,,
Preferred Stock Dividends,,,,76000000.0,38000000.0,APA,,,,,,,,,,,,,,,,,,,,,,,
Net Income,2855000000.0,3604000000.0,1135000000.0,-4784000000.0,,APA,,,,,,,,,,,,,,,,,,,,,,,
Minority Interests,-352000000.0,-478000000.0,-178000000.0,120000000.0,,APA,,,,,,,,,,,,,,,,,,,,,,,
Net Income Including Noncontrolling Interests,3207000000.0,4082000000.0,1313000000.0,-4904000000.0,,APA,,,,,,,,,,,,,,,,,,,,,,,
Net Income Continuous Operations,3207000000.0,4082000000.0,1313000000.0,-4904000000.0,,APA,,,,,,,,,,,,,,,,,,,,,,,
Tax Provision,-324000000.0,1652000000.0,578000000.0,64000000.0,,APA,,,,,,,,,,,,,,,,,,,,,,,
Pretax Income,2883000000.0,5734000000.0,1891000000.0,-4840000000.0,,APA,,,,,,,,,,,,,,,,,,,,,,,
Other Income Expense,-172000000.0,816000000.0,-619000000.0,-4586000000.0,,APA,,,,,,,,,,,,,,,,,,,,,,,
Special Income Charges,-59000000.0,1087000000.0,-267000000.0,-4363000000.0,,APA,,,,,,,,,,,,,,,,,,,,,,,
Gain On Sale Of Ppe,-212000000.0,-157000000.0,-446000000.0,32000000.0,,APA,,,,,,,,,,,,,,,,,,,,,,,
Gain On Sale Of Business,8000000.0,1180000000.0,67000000.0,32000000.0,,APA,,,,,,,,,,,,,,,,,,,,,,,
Other Special Charges,-9000000.0,67000000.0,104000000.0,-160000000.0,,APA,,,,,,,,,,,,,,,,,,,,,,,
Write Off,61000000.0,0.0,208000000.0,27000000.0,,APA,,,,,,,,,,,,,,,,,,,,,,,
Impairment Of Capital Assets,,0.0,0.0,4474000000.0,2928000000.0,APA,,,,,,,,,,,,,,,,,,,,,,,
Restructuring And Mergern Acquisition,15000000.0,26000000.0,22000000.0,54000000.0,,APA,,,,,,,,,,,,,,,,,,,,,,,
Gain On Sale Of Security,-113000000.0,-271000000.0,-352000000.0,-223000000.0,,APA,,,,,,,,,,,,,,,,,,,,,,,
Net Non Operating Interest Income Expense,-321000000.0,-312000000.0,-410000000.0,-427000000.0,,APA,,,,,,,,,,,,,,,,,,,,,,,
Total Other Finance Cost,4000000.0,8000000.0,8000000.0,8000000.0,,APA,,,,,,,,,,,,,,,,,,,,,,,
Interest Expense Non Operating,327000000.0,314000000.0,410000000.0,426000000.0,,APA,,,,,,,,,,,,,,,,,,,,,,,
Interest Income Non Operating,10000000.0,10000000.0,8000000.0,7000000.0,,APA,,,,,,,,,,,,,,,,,,,,,,,
Operating Income,3376000000.0,5230000000.0,2920000000.0,173000000.0,,APA,,,,,,,,,,,,,,,,,,,,,,,
Operating Expense,851000000.0,1025000000.0,620000000.0,732000000.0,,APA,,,,,,,,,,,,,,,,,,,,,,,
Other Operating Expenses,293000000.0,274000000.0,40000000.0,319000000.0,,APA,,,,,,,,,,,,,,,,,,,,,,,
Other Taxes,207000000.0,268000000.0,204000000.0,123000000.0,,APA,,,,,,,,,,,,,,,,,,,,,,,
Selling General And Administration,351000000.0,483000000.0,376000000.0,290000000.0,,APA,,,,,,,,,,,,,,,,,,,,,,,
General And Administrative Expense,351000000.0,483000000.0,376000000.0,290000000.0,,APA,,,,,,,,,,,,,,,,,,,,,,,
Other Gand A,351000000.0,483000000.0,376000000.0,290000000.0,,APA,,,,,,,,,,,,,,,,,,,,,,,
Gross Profit,4227000000.0,6255000000.0,3540000000.0,905000000.0,,APA,,,,,,,,,,,,,,,,,,,,,,,
Cost Of Revenue,4052000000.0,4820000000.0,4445000000.0,3530000000.0,,APA,,,,,,,,,,,,,,,,,,,,,,,
Total Revenue,8279000000.0,11075000000.0,7985000000.0,4435000000.0,,APA,,,,,,,,,,,,,,,,,,,,,,,
Operating Revenue,8279000000.0,11075000000.0,7985000000.0,4435000000.0,,APA,,,,,,,,,,,,,,,,,,,,,,,
Tax Effect Of Unusual Items,-15793680.0,-3407040.0,-43674120.0,-107428334.831281,,LAUR,,,,,,,,,,,,,,,,,,,,,,,
Tax Rate For Calcs,0.21,0.21,0.27,0.288504,,LAUR,,,,,,,,,,,,,,,,,,,,,,,
Normalized EBITDA,453508000.0,367019000.0,215780000.0,246137000.0,,LAUR,,,,,,,,,,,,,,,,,,,,,,,
Total Unusual Items,-75208000.0,-16224000.0,-161756000.0,-372363000.0,,LAUR,,,,,,,,,,,,,,,,,,,,,,,
Total Unusual Items Excluding Goodwill,-75208000.0,-16224000.0,-161756000.0,-372363000.0,,LAUR,,,,,,,,,,,,,,,,,,,,,,,
Net Income From Continuing Operation Net Minority Interest,117352000.0,61313000.0,-294419000.0,-315227000.0,,LAUR,,,,,,,,,,,,,,,,,,,,,,,
Reconciled Depreciation,102853000.0,88526000.0,145256000.0,223719000.0,,LAUR,,,,,,,,,,,,,,,,,,,,,,,
Reconciled Cost Of Revenue,1089781000.0,907365000.0,814490000.0,802458000.0,,LAUR,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,378300000.0,350795000.0,54024000.0,-126226000.0,,LAUR,,,,,,,,,,,,,,,,,,,,,,,
EBIT,275447000.0,262269000.0,-91232000.0,-349945000.0,,LAUR,,,,,,,,,,,,,,,,,,,,,,,
Net Interest Income,-11901000.0,-8851000.0,-41897000.0,-98725000.0,,LAUR,,,,,,,,,,,,,,,,,,,,,,,
Interest Expense,20986000.0,16418000.0,46275000.0,100894000.0,,LAUR,,,,,,,,,,,,,,,,,,,,,,,
Interest Income,9085000.0,7567000.0,4378000.0,2169000.0,,LAUR,,,,,,,,,,,,,,,,,,,,,,,
Normalized Income,176766320.0,74129960.0,-176337120.0,-50292334.831281,,LAUR,,,,,,,,,,,,,,,,,,,,,,,
Net Income From Continuing And Discontinued Operation,107590000.0,69573000.0,192446000.0,-613331000.0,,LAUR,,,,,,,,,,,,,,,,,,,,,,,
Total Expenses,1142393000.0,972115000.0,1018860000.0,1002248000.0,,LAUR,,,,,,,,,,,,,,,,,,,,,,,
Total Operating Income As Reported,338822000.0,270012000.0,-4647000.0,-329302000.0,,LAUR,,,,,,,,,,,,,,,,,,,,,,,
Diluted Average Shares,157879000.0,168268000.0,189700000.0,209700000.0,,LAUR,,,,,,,,,,,,,,,,,,,,,,,
Basic Average Shares,157256000.0,167670000.0,189700000.0,209700000.0,,LAUR,,,,,,,,,,,,,,,,,,,,,,,
Diluted EPS,0.68,0.41,1.01,-2.93,,LAUR,,,,,,,,,,,,,,,,,,,,,,,
Basic EPS,0.69,0.42,1.01,-2.93,,LAUR,,,,,,,,,,,,,,,,,,,,,,,
Diluted NI Availto Com Stockholders,107590000.0,69573000.0,192446000.0,-613331000.0,,LAUR,,,,,,,,,,,,,,,,,,,,,,,
Net Income Common Stockholders,107590000.0,69573000.0,192446000.0,-613331000.0,,LAUR,,,,,,,,,,,,,,,,,,,,,,,
Otherunder Preferred Stock Dividend,,,,-149000.0,208000.0,LAUR,,,,,,,,,,,,,,,,,,,,,,,
Net Income,107590000.0,69573000.0,192446000.0,-613331000.0,,LAUR,,,,,,,,,,,,,,,,,,,,,,,
Minority Interests,323000.0,595000.0,-11339000.0,5371000.0,,LAUR,,,,,,,,,,,,,,,,,,,,,,,
Net Income Including Noncontrolling Interests,107267000.0,68978000.0,203785000.0,-618702000.0,,LAUR,,,,,,,,,,,,,,,,,,,,,,,
Net Income Discontinuous Operations,-9762000.0,8260000.0,486865000.0,-298104000.0,,LAUR,,,,,,,,,,,,,,,,,,,,,,,
Net Income Continuous Operations,117029000.0,60718000.0,-283080000.0,-320598000.0,,LAUR,,,,,,,,,,,,,,,,,,,,,,,
Earnings From Equity Interest Net Of Tax,171000.0,258000.0,0.0,172000.0,,LAUR,,,,,,,,,,,,,,,,,,,,,,,
Tax Provision,137603000.0,185391000.0,145573000.0,-130069000.0,,LAUR,,,,,,,,,,,,,,,,,,,,,,,
Pretax Income,254461000.0,245851000.0,-137507000.0,-450839000.0,,LAUR,,,,,,,,,,,,,,,,,,,,,,,
Other Income Expense,-75533000.0,-15454000.0,-163451000.0,-374783000.0,,LAUR,,,,,,,,,,,,,,,,,,,,,,,
Other Non Operating Income Expenses,-325000.0,770000.0,-1695000.0,-2420000.0,,LAUR,,,,,,,,,,,,,,,,,,,,,,,
Special Income Charges,494000.0,1220000.0,-151030000.0,-359857000.0,,LAUR,,,,,,,,,,,,,,,,,,,,,,,
Gain On Sale Of Business,3567000.0,1364000.0,-602000.0,-7276000.0,,LAUR,,,,,,,,,,,,,,,,,,,,,,,
Other Special Charges,,,77940000.0,610000.0,22601000.0,LAUR,,,,,,,,,,,,,,,,,,,,,,,
Impairment Of Capital Assets,3073000.0,144000.0,72488000.0,351971000.0,,LAUR,,,,,,,,,,,,,,,,,,,,,,,
Gain On Sale Of Security,-75702000.0,-17444000.0,-10726000.0,-12506000.0,,LAUR,,,,,,,,,,,,,,,,,,,,,,,
Net Non Operating Interest Income Expense,-11901000.0,-8851000.0,-41897000.0,-98725000.0,,LAUR,,,,,,,,,,,,,,,,,,,,,,,
Interest Expense Non Operating,20986000.0,16418000.0,46275000.0,100894000.0,,LAUR,,,,,,,,,,,,,,,,,,,,,,,
Interest Income Non Operating,9085000.0,7567000.0,4378000.0,2169000.0,,LAUR,,,,,,,,,,,,,,,,,,,,,,,
Operating Income,341895000.0,270156000.0,67841000.0,22669000.0,,LAUR,,,,,,,,,,,,,,,,,,,,,,,
Operating Expense,52612000.0,64750000.0,204370000.0,199790000.0,,LAUR,,,,,,,,,,,,,,,,,,,,,,,
Selling General And Administration,52612000.0,64750000.0,204370000.0,199790000.0,,LAUR,,,,,,,,,,,,,,,,,,,,,,,
General And Administrative Expense,52612000.0,64750000.0,204370000.0,199790000.0,,LAUR,,,,,,,,,,,,,,,,,,,,,,,
Other Gand A,52612000.0,64750000.0,204370000.0,199790000.0,,LAUR,,,,,,,,,,,,,,,,,,,,,,,
Gross Profit,394507000.0,334906000.0,272211000.0,222459000.0,,LAUR,,,,,,,,,,,,,,,,,,,,,,,
Cost Of Revenue,1089781000.0,907365000.0,814490000.0,802458000.0,,LAUR,,,,,,,,,,,,,,,,,,,,,,,
Total Revenue,1484288000.0,1242271000.0,1086701000.0,1024917000.0,,LAUR,,,,,,,,,,,,,,,,,,,,,,,
Operating Revenue,1708062000.0,1391445000.0,1206417000.0,1117933000.0,,LAUR,,,,,,,,,,,,,,,,,,,,,,,
Tax Effect Of Unusual Items,-50128000.0,-106872000.0,8100000.0,-341162000.0,,HAL,,,,,,,,,,,,,,,,,,,,,,,
Tax Rate For Calcs,0.208,0.244,0.27,0.086,,HAL,,,,,,,,,,,,,,,,,,,,,,,
Normalized EBITDA,5180000000.0,3980000000.0,2655000000.0,2348000000.0,,HAL,,,,,,,,,,,,,,,,,,,,,,,
Total Unusual Items,-241000000.0,-438000000.0,30000000.0,-3967000000.0,,HAL,,,,,,,,,,,,,,,,,,,,,,,
Total Unusual Items Excluding Goodwill,-241000000.0,-438000000.0,30000000.0,-3967000000.0,,HAL,,,,,,,,,,,,,,,,,,,,,,,
Net Income From Continuing Operation Net Minority Interest,2638000000.0,1572000000.0,1457000000.0,-2945000000.0,,HAL,,,,,,,,,,,,,,,,,,,,,,,
Reconciled Depreciation,998000000.0,940000000.0,904000000.0,1058000000.0,,HAL,,,,,,,,,,,,,,,,,,,,,,,
Reconciled Cost Of Revenue,18658000000.0,16044000000.0,12411000000.0,11842000000.0,,HAL,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,4939000000.0,3542000000.0,2685000000.0,-1619000000.0,,HAL,,,,,,,,,,,,,,,,,,,,,,,
EBIT,3941000000.0,2602000000.0,1781000000.0,-2677000000.0,,HAL,,,,,,,,,,,,,,,,,,,,,,,
Net Interest Income,-497000000.0,-463000000.0,-520000000.0,-505000000.0,,HAL,,,,,,,,,,,,,,,,,,,,,,,
Interest Expense,578000000.0,492000000.0,529000000.0,543000000.0,,HAL,,,,,,,,,,,,,,,,,,,,,,,
Interest Income,81000000.0,29000000.0,9000000.0,38000000.0,,HAL,,,,,,,,,,,,,,,,,,,,,,,
Normalized Income,2828872000.0,1903128000.0,1435100000.0,680838000.0,,HAL,,,,,,,,,,,,,,,,,,,,,,,
Net Income From Continuing And Discontinued Operation,2638000000.0,1572000000.0,1457000000.0,-2945000000.0,,HAL,,,,,,,,,,,,,,,,,,,,,,,
Total Expenses,18833000000.0,17224000000.0,13519000000.0,13082000000.0,,HAL,,,,,,,,,,,,,,,,,,,,,,,
Total Operating Income As Reported,4083000000.0,2707000000.0,1800000000.0,-2436000000.0,,HAL,,,,,,,,,,,,,,,,,,,,,,,
Diluted Average Shares,902000000.0,908000000.0,892000000.0,881000000.0,,HAL,,,,,,,,,,,,,,,,,,,,,,,
Basic Average Shares,899000000.0,904000000.0,892000000.0,881000000.0,,HAL,,,,,,,,,,,,,,,,,,,,,,,
Diluted EPS,2.92,1.73,1.63,-3.34,,HAL,,,,,,,,,,,,,,,,,,,,,,,
Basic EPS,2.93,1.74,1.63,-3.34,,HAL,,,,,,,,,,,,,,,,,,,,,,,
Diluted NI Availto Com Stockholders,2638000000.0,1572000000.0,1457000000.0,-2945000000.0,,HAL,,,,,,,,,,,,,,,,,,,,,,,
Net Income Common Stockholders,2638000000.0,1572000000.0,1457000000.0,-2945000000.0,,HAL,,,,,,,,,,,,,,,,,,,,,,,
Net Income,2638000000.0,1572000000.0,1457000000.0,-2945000000.0,,HAL,,,,,,,,,,,,,,,,,,,,,,,
Minority Interests,-24000000.0,-23000000.0,-11000000.0,-3000000.0,,HAL,,,,,,,,,,,,,,,,,,,,,,,
Net Income Including Noncontrolling Interests,2662000000.0,1595000000.0,1468000000.0,-2942000000.0,,HAL,,,,,,,,,,,,,,,,,,,,,,,
Net Income Discontinuous Operations,,,,,0.0,HAL,,,,,,,,,,,,,,,,,,,,,,,
Net Income Continuous Operations,2662000000.0,1595000000.0,1468000000.0,-2942000000.0,,HAL,,,,,,,,,,,,,,,,,,,,,,,
Tax Provision,701000000.0,515000000.0,-216000000.0,-278000000.0,,HAL,,,,,,,,,,,,,,,,,,,,,,,
Pretax Income,3363000000.0,2110000000.0,1252000000.0,-3220000000.0,,HAL,,,,,,,,,,,,,,,,,,,,,,,
Other Income Expense,-325000000.0,-500000000.0,-4000000.0,-4078000000.0,,HAL,,,,,,,,,,,,,,,,,,,,,,,
Other Non Operating Income Expenses,-84000000.0,-62000000.0,-34000000.0,-111000000.0,,HAL,,,,,,,,,,,,,,,,,,,,,,,
Special Income Charges,0.0,-408000000.0,-50000000.0,-3967000000.0,,HAL,,,,,,,,,,,,,,,,,,,,,,,
Other Special Charges,,42000000.0,,168000000.0,,HAL,,,,,,,,,,,,,,,,,,,,,,,
Write Off,0.0,266000000.0,35000000.0,786000000.0,,HAL,,,,,,,,,,,,,,,,,,,,,,,
Impairment Of Capital Assets,,100000000.0,0.0,2629000000.0,1603000000.0,HAL,,,,,,,,,,,,,,,,,,,,,,,
Restructuring And Mergern Acquisition,,0.0,15000000.0,384000000.0,172000000.0,HAL,,,,,,,,,,,,,,,,,,,,,,,
Earnings From Equity Interest,,,0.0,0.0,-154000000.0,HAL,,,,,,,,,,,,,,,,,,,,,,,
Gain On Sale Of Security,-241000000.0,-30000000.0,80000000.0,,,HAL,,,,,,,,,,,,,,,,,,,,,,,
Net Non Operating Interest Income Expense,-497000000.0,-463000000.0,-520000000.0,-505000000.0,,HAL,,,,,,,,,,,,,,,,,,,,,,,
Total Other Finance Cost,,,,,569000000.0,HAL,,,,,,,,,,,,,,,,,,,,,,,
Interest Expense Non Operating,578000000.0,492000000.0,529000000.0,543000000.0,,HAL,,,,,,,,,,,,,,,,,,,,,,,
Interest Income Non Operating,81000000.0,29000000.0,9000000.0,38000000.0,,HAL,,,,,,,,,,,,,,,,,,,,,,,
Operating Income,4185000000.0,3073000000.0,1776000000.0,1363000000.0,,HAL,,,,,,,,,,,,,,,,,,,,,,,
Operating Expense,175000000.0,240000000.0,240000000.0,182000000.0,,HAL,,,,,,,,,,,,,,,,,,,,,,,
Other Operating Expenses,-51000000.0,,,,,HAL,,,,,,,,,,,,,,,,,,,,,,,
Depreciation Amortization Depletion Income Statement,,0.0,36000000.0,0.0,0.0,HAL,,,,,,,,,,,,,,,,,,,,,,,
Depreciation And Amortization In Income Statement,,0.0,36000000.0,0.0,0.0,HAL,,,,,,,,,,,,,,,,,,,,,,,
Depreciation Income Statement,,0.0,36000000.0,0.0,0.0,HAL,,,,,,,,,,,,,,,,,,,,,,,
Selling General And Administration,226000000.0,240000000.0,204000000.0,182000000.0,,HAL,,,,,,,,,,,,,,,,,,,,,,,
General And Administrative Expense,226000000.0,240000000.0,204000000.0,182000000.0,,HAL,,,,,,,,,,,,,,,,,,,,,,,
Other Gand A,226000000.0,240000000.0,204000000.0,182000000.0,,HAL,,,,,,,,,,,,,,,,,,,,,,,
Gross Profit,4360000000.0,3313000000.0,2016000000.0,1545000000.0,,HAL,,,,,,,,,,,,,,,,,,,,,,,
Cost Of Revenue,18658000000.0,16984000000.0,13279000000.0,12900000000.0,,HAL,,,,,,,,,,,,,,,,,,,,,,,
Total Revenue,23018000000.0,20297000000.0,15295000000.0,14445000000.0,,HAL,,,,,,,,,,,,,,,,,,,,,,,
Operating Revenue,23018000000.0,20297000000.0,15295000000.0,14445000000.0,,HAL,,,,,,,,,,,,,,,,,,,,,,,
Tax Effect Of Unusual Items,-214856000.0,-2159024000.0,-542322000.0,-378720000.0,,CVS,,,,,,,,,,,,,,,,,,,,,,,
Tax Rate For Calcs,0.251,0.259,0.242,0.263,,CVS,,,,,,,,,,,,,,,,,,,,,,,
Normalized EBITDA,19053000000.0,20683000000.0,19767000000.0,18558000000.0,,CVS,,,,,,,,,,,,,,,,,,,,,,,
Total Unusual Items,-856000000.0,-8336000000.0,-2241000000.0,-1440000000.0,,CVS,,,,,,,,,,,,,,,,,,,,,,,
Total Unusual Items Excluding Goodwill,-856000000.0,-8336000000.0,-2241000000.0,-1440000000.0,,CVS,,,,,,,,,,,,,,,,,,,,,,,
Net Income From Continuing Operation Net Minority Interest,8344000000.0,4311000000.0,8001000000.0,7188000000.0,,CVS,,,,,,,,,,,,,,,,,,,,,,,
Reconciled Depreciation,4366000000.0,4224000000.0,4486000000.0,4441000000.0,,CVS,,,,,,,,,,,,,,,,,,,,,,,
Reconciled Cost Of Revenue,303345000000.0,267965000000.0,239991000000.0,219660000000.0,,CVS,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,18197000000.0,12347000000.0,17526000000.0,17118000000.0,,CVS,,,,,,,,,,,,,,,,,,,,,,,
EBIT,13831000000.0,8123000000.0,13040000000.0,12677000000.0,,CVS,,,,,,,,,,,,,,,,,,,,,,,
Net Interest Income,-2658000000.0,-2287000000.0,-2503000000.0,-2907000000.0,,CVS,,,,,,,,,,,,,,,,,,,,,,,
Interest Expense,2658000000.0,2287000000.0,2503000000.0,2907000000.0,,CVS,,,,,,,,,,,,,,,,,,,,,,,
Normalized Income,8985144000.0,10487976000.0,9699678000.0,8249280000.0,,CVS,,,,,,,,,,,,,,,,,,,,,,,
Net Income From Continuing And Discontinued Operation,8344000000.0,4311000000.0,8001000000.0,7179000000.0,,CVS,,,,,,,,,,,,,,,,,,,,,,,
Total Expenses,343177000000.0,306177000000.0,277012000000.0,254795000000.0,,CVS,,,,,,,,,,,,,,,,,,,,,,,
Total Operating Income As Reported,13743000000.0,7954000000.0,13310000000.0,13911000000.0,,CVS,,,,,,,,,,,,,,,,,,,,,,,
Diluted Average Shares,1290000000.0,1323000000.0,1329000000.0,1314000000.0,,CVS,,,,,,,,,,,,,,,,,,,,,,,
Basic Average Shares,1285000000.0,1312000000.0,1319000000.0,1309000000.0,,CVS,,,,,,,,,,,,,,,,,,,,,,,
Diluted EPS,6.47,3.26,5.95,5.46,,CVS,,,,,,,,,,,,,,,,,,,,,,,
Basic EPS,6.49,3.29,6.0,5.48,,CVS,,,,,,,,,,,,,,,,,,,,,,,
Diluted NI Availto Com Stockholders,8344000000.0,4311000000.0,8001000000.0,7179000000.0,,CVS,,,,,,,,,,,,,,,,,,,,,,,
Net Income Common Stockholders,8344000000.0,4311000000.0,8001000000.0,7179000000.0,,CVS,,,,,,,,,,,,,,,,,,,,,,,
Net Income,8344000000.0,4311000000.0,8001000000.0,7179000000.0,,CVS,,,,,,,,,,,,,,,,,,,,,,,
Minority Interests,-24000000.0,-16000000.0,12000000.0,-13000000.0,,CVS,,,,,,,,,,,,,,,,,,,,,,,
Net Income Including Noncontrolling Interests,8368000000.0,4327000000.0,7989000000.0,7192000000.0,,CVS,,,,,,,,,,,,,,,,,,,,,,,
Net Income Discontinuous Operations,,0.0,0.0,-9000000.0,0.0,CVS,,,,,,,,,,,,,,,,,,,,,,,
Net Income Continuous Operations,8368000000.0,4327000000.0,7989000000.0,7201000000.0,,CVS,,,,,,,,,,,,,,,,,,,,,,,
Tax Provision,2805000000.0,1509000000.0,2548000000.0,2569000000.0,,CVS,,,,,,,,,,,,,,,,,,,,,,,
Pretax Income,11173000000.0,5836000000.0,10537000000.0,9770000000.0,,CVS,,,,,,,,,,,,,,,,,,,,,,,
Other Income Expense,-768000000.0,-8167000000.0,-2059000000.0,-1234000000.0,,CVS,,,,,,,,,,,,,,,,,,,,,,,
Other Non Operating Income Expenses,88000000.0,169000000.0,182000000.0,206000000.0,,CVS,,,,,,,,,,,,,,,,,,,,,,,
Special Income Charges,-856000000.0,-8336000000.0,-2241000000.0,-1440000000.0,,CVS,,,,,,,,,,,,,,,,,,,,,,,
Gain On Sale Of Ppe,-349000000.0,-2533000000.0,0.0,,,CVS,,,,,,,,,,,,,,,,,,,,,,,
Other Special Charges,,5803000000.0,452000000.0,1440000000.0,79000000.0,CVS,,,,,,,,,,,,,,,,,,,,,,,
Impairment Of Capital Assets,0.0,0.0,1789000000.0,0.0,,CVS,,,,,,,,,,,,,,,,,,,,,,,
Restructuring And Mergern Acquisition,507000000.0,0.0,0.0,,,CVS,,,,,,,,,,,,,,,,,,,,,,,
Net Non Operating Interest Income Expense,-2658000000.0,-2287000000.0,-2503000000.0,-2907000000.0,,CVS,,,,,,,,,,,,,,,,,,,,,,,
Interest Expense Non Operating,2658000000.0,2287000000.0,2503000000.0,2907000000.0,,CVS,,,,,,,,,,,,,,,,,,,,,,,
Operating Income,14599000000.0,16290000000.0,15099000000.0,13911000000.0,,CVS,,,,,,,,,,,,,,,,,,,,,,,
Operating Expense,39832000000.0,38212000000.0,37021000000.0,35135000000.0,,CVS,,,,,,,,,,,,,,,,,,,,,,,
Other Operating Expenses,39832000000.0,38212000000.0,37021000000.0,35135000000.0,,CVS,,,,,,,,,,,,,,,,,,,,,,,
Gross Profit,54431000000.0,54502000000.0,52120000000.0,49046000000.0,,CVS,,,,,,,,,,,,,,,,,,,,,,,
Cost Of Revenue,303345000000.0,267965000000.0,239991000000.0,219660000000.0,,CVS,,,,,,,,,,,,,,,,,,,,,,,
Total Revenue,357776000000.0,322467000000.0,292111000000.0,268706000000.0,,CVS,,,,,,,,,,,,,,,,,,,,,,,
Operating Revenue,357776000000.0,322467000000.0,292111000000.0,268706000000.0,,CVS,,,,,,,,,,,,,,,,,,,,,,,
Tax Effect Of Unusual Items,-8900960.0,-14590280.0,-130560930.0,-526750.0,,MTCH,,,,,,,,,,,,,,,,,,,,,,,
Tax Rate For Calcs,0.16,0.04,0.27,0.07,,MTCH,,,,,,,,,,,,,,,,,,,,,,,
Normalized EBITDA,1054106000.0,931389000.0,911602000.0,810372000.0,,MTCH,,,,,,,,,,,,,,,,,,,,,,,
Total Unusual Items,-55631000.0,-364757000.0,-483559000.0,-7525000.0,,MTCH,,,,,,,,,,,,,,,,,,,,,,,
Total Unusual Items Excluding Goodwill,-55631000.0,-364757000.0,-483559000.0,-7525000.0,,MTCH,,,,,,,,,,,,,,,,,,,,,,,
Net Income From Continuing Operation Net Minority Interest,651539000.0,364157000.0,277214000.0,528399000.0,,MTCH,,,,,,,,,,,,,,,,,,,,,,,
Reconciled Depreciation,61807000.0,43594000.0,41402000.0,41271000.0,,MTCH,,,,,,,,,,,,,,,,,,,,,,,
Reconciled Cost Of Revenue,954014000.0,959963000.0,839308000.0,635833000.0,,MTCH,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,998475000.0,566632000.0,428043000.0,802847000.0,,MTCH,,,,,,,,,,,,,,,,,,,,,,,
EBIT,936668000.0,523038000.0,386641000.0,761576000.0,,MTCH,,,,,,,,,,,,,,,,,,,,,,,
Net Interest Income,-133087000.0,-141147000.0,-130493000.0,-130624000.0,,MTCH,,,,,,,,,,,,,,,,,,,,,,,
Interest Expense,159887000.0,145547000.0,130493000.0,130624000.0,,MTCH,,,,,,,,,,,,,,,,,,,,,,,
Interest Income,26800000.0,4400000.0,,,,MTCH,,,,,,,,,,,,,,,,,,,,,,,
Normalized Income,698269040.0,714323720.0,630212070.0,535397250.0,,MTCH,,,,,,,,,,,,,,,,,,,,,,,
Net Income From Continuing And Discontinued Operation,651539000.0,361946000.0,277723000.0,162329000.0,,MTCH,,,,,,,,,,,,,,,,,,,,,,,
Total Expenses,2399877000.0,2307581000.0,2103039000.0,1638029000.0,,MTCH,,,,,,,,,,,,,,,,,,,,,,,
Total Operating Income As Reported,916896000.0,515005000.0,851679000.0,745715000.0,,MTCH,,,,,,,,,,,,,,,,,,,,,,,
Diluted Average Shares,293284000.0,295215000.0,304840000.0,256020000.0,,MTCH,,,,,,,,,,,,,,,,,,,,,,,
Basic Average Shares,275773000.0,282564000.0,275004000.0,223433000.0,,MTCH,,,,,,,,,,,,,,,,,,,,,,,
Diluted EPS,2.26,1.24,0.93,0.66,,MTCH,,,,,,,,,,,,,,,,,,,,,,,
Basic EPS,2.36,1.28,1.01,0.73,,MTCH,,,,,,,,,,,,,,,,,,,,,,,
Diluted NI Availto Com Stockholders,664142000.0,365875000.0,283346000.0,168390000.0,,MTCH,,,,,,,,,,,,,,,,,,,,,,,
Average Dilution Earnings,12603000.0,3929000.0,5623000.0,6061000.0,,MTCH,,,,,,,,,,,,,,,,,,,,,,,
